# line,type,amount,ministry,source
1,Έσοδα,51579000000,-,11 Φόροι
2,Έσοδα,29114000000,-,111 Φόροι επί αγαθών και υπηρεσιών
3,Έσοδα,11202000000,-,11101 Φόροι προστιθέμενης αξίας που εισπράττονται μέσω Δ.Ο.Υ
4,Έσοδα,11202000000,-,1110189 ΦΠΑ λοιπών περιπτώσεων που εισπράττεται μέσω Δ.Ο.Υ.
5,Έσοδα,7709000000,-,11102 Φόροι προστιθέμενης αξίας που εισπράττονται από τελωνεία
6,Έσοδα,2421000000,-,1110201 ΦΠΑ στα πετρελαιοειδή και στα παράγωγα αυτών
7,Έσοδα,424000000,-,1110202 ΦΠΑ στα οχήματα
8,Έσοδα,310000000,-,1110203 ΦΠΑ στην αιθυλική αλκοόλη
9,Έσοδα,13000000,-,1110204 ΦΠΑ στην ηλεκτρική ενέργεια και το φυσικό αέριο
10,Έσοδα,676000000,-,1110205 ΦΠΑ καπνικών προϊόντων
11,Έσοδα,10000000,-,1110206 ΦΠΑ εισαγωγής από ηλεκτρονικό εμπόριο
12,Έσοδα,3855000000,-,1110289 ΦΠΑ λοιπών περιπτώσεων που εισπράττεται μέσω τελωνείων
13,Έσοδα,7115000000,-,11103 Ειδικοί φόροι κατανάλωσης
14,Έσοδα,93000000,-,1110301 ΕΦΚ υγραερίων
15,Έσοδα,2006000000,-,1110302 ΕΦΚ βενζινών
16,Έσοδα,1501000000,-,1110303 ΕΦΚ diesel κίνησης
17,Έσοδα,366000000,-,1110304 ΕΦΚ diesel θέρμανσης
18,Έσοδα,161000000,-,1110305 ΕΦΚ στην ηλεκτρική ενέργεια
19,Έσοδα,37000000,-,1110306 ΕΦΚ στο φυσικό αέριο
20,Έσοδα,39000000,-,1110309 ΕΦΚ λοιπών ενεργειακών προϊόντων
21,Έσοδα,2168000000,-,1110310 ΕΦΚ στα προϊόντα καπνού
22,Έσοδα,362000000,-,1110311 ΕΦΚ αιθυλικής αλκοόλης και αλκοολούχων προϊόντων
23,Έσοδα,204000000,-,1110312 ΕΦΚ στη μπύρα
24,Έσοδα,1000000,-,1110313 ΕΦΚ στο κρασί
25,Έσοδα,152000000,-,1110314 Φόρος κατανάλωσης στον καφέ
26,Έσοδα,6000000,-,1110315 Φόρος κατανάλωσης στο ηλεκτρονικό τσιγάρο
27,Έσοδα,10000000,-,1110317 Εφάπαξ εισφορά στα φορτηγά Ι.Χ. που μπαίνουν σε
28,Έσοδα,9000000,-,1110318 Ειδικός φόρος πολυτελείας εμπορευμάτων
